87,糖醋小酥肉,10,农园二层,荤
88,芝麻花生鸡(半份),6,农园二层,荤 中辣
89,芝麻花生鸡,12,农园二层,荤 中辣
90,泡椒青笋肉片(半份),4.5,农园二层,荤 素 中辣
91,泡椒青笋肉片,9,农园二层,荤 素 中辣
92,肉末芽菜豆腐(半份),2.5,农园二层,荤 素 中辣
93,肉末牙菜豆腐,5,农园二层,荤 素 中辣
94,黑椒肉片(半份),4.5,农园二层,荤
95,黑椒肉片,9,农园二层,荤
96,肉末酸菜毛豆米(半份),4.5,农园二层,荤 素 中辣
97,肉末酸菜毛豆米,9,农园二层,荤 素 中辣
98,小煎仔鸡(半份),5,农园二层,荤 中辣
99,小煎仔鸡,10,农园二层,荤 中辣
100,肉片菜花(半份),3,农园二层,荤 素 中辣
101,肉片菜花,6,农园二层,荤 素 中辣
102,干煸豇豆(半份),3.25,农园二层,素 中辣
103,干煸豇豆,6.5,农园二层,素 中辣
104,鱼香肉丝(半份),4,农园二层,荤 素 中辣
105,鱼香肉丝,8,农园二层,荤 素 中辣
106,木耳油菜(半份),2.5,农园二层,素
107,木耳油菜,5,农园二层,素
108,素什锦冒菜,3.5,农园二层,主食 面 辣
109,鸡肉冒菜,4.5,农园二层,主食 面 辣
110,麻辣鱼冒菜,5,农园二层,主食 面 辣
111,羊肉冒菜,7,农园二层,主食 面 辣
112,麻辣牛肉冒菜,10,农园二层,主食 面 辣
113,鸡肉土豆粉,7,农园二层,主食 面 辣
114,麻辣鱼肉土豆粉,7,农园二层,主食 面 辣
115,羊肉土豆粉,7,农园二层,主食 面 辣
116,牛肉土豆粉,10,农园二层,主食 面 辣
117,素什锦土豆粉,5,农园二层,主食 面 辣

